no,title,content,clean_content,url
11,Gua Maria Kerep ,"Gua Maria merupakan tempat doa dan ziarah umat Katolik yang terletak di Kerep, Kelurahan Panjang Kecamatan Ambarawa. Gua Maria dibangun sejak tahun 1954. Di area ini terdapat patung Bunda Maria dengan tinggi 42 meter (tinggi patung 23 m + penopang 19 m). Di Gua Maria Kerep ini, pengunjung  juga dapat melakukan jalan salib, disediakan banyak tempat duduk bagi peziarah yang ingin berdoa pada bagian Yesus wafat di kayu salib.   Foto : https://www.jejakpiknik.com/gua-maria-kerep/",gua maria merupakan tempat doa dan ziarah umat katolik yang terletak di kerep kelurahan panjang kecamatan ambarawa gua maria dibangun sejak tahun di area ini terdapat patung bunda maria dengan tinggi meter tinggi patung penopang di gua maria kerep ini pengunjung juga dapat melakukan jalan salib disediakan banyak tempat duduk bagi peziarah yang ingin berdoa pada bagian yesus wafat di kayu salib foto ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/gua-maria-kerep
12,The Fountain Waterpark ,"The Fountain menawarkan wahana permainan air dan outbound arena dengan pemandangan dan kesejukan Gunung Ungaran. The Fountain juga dilengkapi dengan resto yang akan memanjakan lidah para pengunjung. Disediakan pula beberapa wahana permainan yang menyenangkan seperti perosotan, dan ember tumpah yang menjadi favorit anak-anak. Terdapat empat kolam dengan kedalaman berbeda, mulai dari 30 cm,50 cm, 1 meter, hingga 1,5 meter untuk orang dewasa.   Foto : https://www.instagram.com/fountainungaran/?hl=id",the fountain menawarkan wahana permainan air dan outbound arena dengan pemandangan dan kesejukan gunung ungaran the fountain juga dilengkapi dengan resto yang akan memanjakan lidah para pengunjung disediakan pula beberapa wahana permainan yang menyenangkan seperti perosotan dan ember tumpah yang menjadi favorit anak anak terdapat empat kolam dengan kedalaman berbeda mulai dari cm cm meter hingga meter untuk orang dewasa foto ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/the-fountain-waterpark
1,Kopeng Waterpark ,"Kopeng Waterpark terletak diantara kota Salatiga dan Magelang, di bawah kaki Gunung Merbabu. Kopeng Waterpark memiliki berbagai fasilitas seperti wahana permainan air dan anak dengan luas lebih dari 4 Ha, resort keluarga, restoran keluarga, fun billiard, gedung pertemuan, outbound center, ATV, paintball, karaoke, gathering area, dan kuda wisata. Kopeng Waterpark juga memiliki pasar buah dan sayuran segar, pusat souvenir dan kaos yang sangat cocok sebagai oleh-oleh.    Untuk info lebih lanjut silahkan kunjungi websitenya http://www.tamanwisatakopeng.com/contact-us/",kopeng waterpark terletak diantara kota salatiga dan magelang di bawah kaki gunung merbabu kopeng waterpark memiliki berbagai fasilitas seperti wahana permainan air dan anak dengan luas lebih dari ha resort keluarga restoran keluarga fun billiard gedung pertemuan outbound center atv paintball karaoke gathering area dan kuda wisata kopeng waterpark juga memiliki pasar buah dan sayuran segar pusat souvenir dan kaos yang sangat cocok sebagai oleh oleh untuk info lebih lanjut silahkan kunjungi websitenya ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/kopeng-waterpark
2,Bukit Cinta Rawa Pening ,"Berjarak 1 jam dari pusat Kota Semarang, Bukit Cinta di Desa Kebondowo, Kecamatan Banyubiru, menawarkan panorama yang luar biasa. Pemandangan rawa pening dan gugusan pegunungan yang eksotis membuat orang betah berlama-lama disini. Bukit Cinta Rawa Pening cukup populer di kalangan pecinta fotografi. Mereka biasa menghabiskan waktu saat matahari terbit di pagi hari atau matahari terbenam di sore hari untuk mendapatkan foto yang diinginkan.   Foto : https://www.instagram.com/bukitcinta.rp/?hl=id 
 ",berjarak jam dari pusat kota semarang bukit cinta di desa kebondowo kecamatan banyubiru menawarkan panorama yang luar biasa pemandangan rawa pening dan gugusan pegunungan yang eksotis membuat orang betah berlama lama disini bukit cinta rawa pening cukup populer di kalangan pecinta fotografi mereka biasa menghabiskan waktu saat matahari terbit di pagi hari atau matahari terbenam di sore hari untuk mendapatkan foto yang diinginkan foto ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/bukit-cinta-rawa-pening
3,Palagan Ambarawa ,"Palagan Ambarawa merupakan sebuah monumen sejarah bangsa Indonesia yang terletak di pinggir jalan raya Ambarawa   Magelang, tepatnya di tengah kota Ambarawa lebih kurang 30 Km dari Kota Semarang. Dilengkapi dengan museum bernama Museum Isdiman yang menyimpan berbagai koleksi senjata, kendaraan tempur, pakaian dan barang lain yang dipergunakan dalam Pertempuran Ambarawa. Dengan bentuk bangunan joglo sesuai arsitektur budaya Jawa Tengah, Museum Isdiman menjadi objek wisata yang menyediakan wisata edukasi. Wisatawan dapat memahami sejarah sambil mengenang jasa para pahlawan yang telah berjuang mempertahankan Negara tercinta ini.  ",palagan ambarawa merupakan sebuah monumen sejarah bangsa indonesia yang terletak di pinggir jalan raya ambarawa magelang tepatnya di tengah kota ambarawa lebih kurang km dari kota semarang dilengkapi dengan museum bernama museum isdiman yang menyimpan berbagai koleksi senjata kendaraan tempur pakaian dan barang lain yang dipergunakan dalam pertempuran ambarawa dengan bentuk bangunan joglo sesuai arsitektur budaya jawa tengah museum isdiman menjadi objek wisata yang menyediakan wisata edukasi wisatawan dapat memahami sejarah sambil mengenang jasa para pahlawan yang telah berjuang mempertahankan negara tercinta ini ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/palagan-ambarawa
4,Tlogo Resort & Goa Rong View ,"Tlogo Resort Tuntang dengan nuansa unik dan elegan terletak diantara sejuknya perkebunan dan pegunungan tropis. Resort ini adalah sebuah tempat akomodasi yang cocok untuk melepaskan kepenatan dari kesibukan sehari-hari. Berbagai fasilitas juga tersedia seperti restoran yang menyajikan hidangan lokal istimewa, kolam renang yang luas, inhouse training, outbound, flying fox, paintball, sepeda, dan fasilitas lain yang menyenangkan bagi anak-anak. Goa Rong View sendiri berada di bukit yang bisa ditempuh dari jalan buatan di sebelah utara bangunan gazibu utama. Jalan yang ditempuh menurun tajam dan berkelok. Jika ingin melewati jalur yang lebih aman, bisa lewat jalan utama melalui jalan aspal menuju pos penjagaan. Sejauh mata memandang tampak hamparan Rawa Pening dan gugusan pegunungan Merapi, Merbabu, Sindoro, Sumbing, Ungaran dan Telomoyo, sehingga sangat cocok bagi para penggemar fotografi untuk mengabadikan moment matahari terbit dan tenggelam. Di sini juga dilengkapi fasilitas resto yang menyediakan aneka Masakan Tradisional Khas Tlogo.   Kunjungi website resmi di https://tlogoresort.co.id/visitjateng/  ",tlogo resort tuntang dengan nuansa unik dan elegan terletak diantara sejuknya perkebunan dan pegunungan tropis resort ini adalah sebuah tempat akomodasi yang cocok untuk melepaskan kepenatan dari kesibukan sehari hari berbagai fasilitas juga tersedia seperti restoran yang menyajikan hidangan lokal istimewa kolam renang yang luas inhouse training outbound flying fox paintball sepeda dan fasilitas lain yang menyenangkan bagi anak anak goa rong view sendiri berada di bukit yang bisa ditempuh dari jalan buatan di sebelah utara bangunan gazibu utama jalan yang ditempuh menurun tajam dan berkelok jika ingin melewati jalur yang lebih aman bisa lewat jalan utama melalui jalan aspal menuju pos penjagaan sejauh mata memandang tampak hamparan rawa pening dan gugusan pegunungan merapi merbabu sindoro sumbing ungaran dan telomoyo sehingga sangat cocok bagi para penggemar fotografi untuk mengabadikan moment matahari terbit dan tenggelam di sini juga dilengkapi fasilitas resto yang menyediakan aneka masakan tradisional khas tlogo kunjungi website resmi di ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/tlogo-resort-goa-rong-view
5,Bandungan Indah Waterpark ,"Dahulu dikenal sebagai Hotel PJKA, Bandungan Indah Waterpark berlokasi di jantung Bandungan dengan luas lebih dari 3 Ha dan memiliki berbagai fasilitas seperti family resort, convention hall, waterpark, gardening, playground, kidcastle, pemancingan, out bond, sanctuary butterfly, caf , dan live music. Tempat ini cocok bagi pengunjung yang ingin melepas penat dengan berolahraga renang atau melakukan aktivitas outdoor yang menyenangkan lainnya. Ada banyak permainan seru yang bisa dicoba seperti ATV, sepeda layang, flying fox, dan masih banyak lagi. Tiket masuk yang dibanderol cukup terjangkau yaitu Tiket Reguler Rp. 15.000, Tiket Waterpark Rp. 20.000, dan Tiket Wahana Rp. 10.000 - Rp. 35.000.",dahulu dikenal sebagai hotel pjka bandungan indah waterpark berlokasi di jantung bandungan dengan luas lebih dari ha dan memiliki berbagai fasilitas seperti family resort convention hall waterpark gardening playground kidcastle pemancingan out bond sanctuary butterfly caf dan live music tempat ini cocok bagi pengunjung yang ingin melepas penat dengan berolahraga renang atau melakukan aktivitas outdoor yang menyenangkan lainnya ada banyak permainan seru yang bisa dicoba seperti atv sepeda layang flying fox dan masih banyak lagi tiket masuk yang dibanderol cukup terjangkau yaitu tiket reguler rp tiket waterpark rp dan tiket wahana rp rp ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/bandungan-indah-waterpark
6,Candi Gedongsongo ,"Candi Gedongsongo merupakan kompleks candi yang terletak di lereng Gunung Ungaran. Komplek candi ini ditemukan oleh Raffles pada 1804 dan merupakan peninggalan dari Dinasti Sanjaya abad 9. Nama Gedongsongo berasal dari bahasa Jawa, yakni Gedong yang artinya bangunan dan Songo yang berarti sembilan. Namun demikian, jumlah candi ini kurang dari sembilan. Lokasi antar Candi cukup berjauhan, sehingga Anda yang ingin mengunjungi semua Candi harus memiliki stamina yang cukup kuat. Anda juga bisa memanfaatkan jasa kuda wisata. Di area tertentu dapat digunakan untuk berkemah. ",candi gedongsongo merupakan kompleks candi yang terletak di lereng gunung ungaran komplek candi ini ditemukan oleh raffles pada dan merupakan peninggalan dari dinasti sanjaya abad nama gedongsongo berasal dari bahasa jawa yakni gedong yang artinya bangunan dan songo yang berarti sembilan namun demikian jumlah candi ini kurang dari sembilan lokasi antar candi cukup berjauhan sehingga anda yang ingin mengunjungi semua candi harus memiliki stamina yang cukup kuat anda juga bisa memanfaatkan jasa kuda wisata di area tertentu dapat digunakan untuk berkemah ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/candi-gedongsongo
7,Pemandian Muncul ,"Pemandian Muncul adalah pemandian alam dari sumber air alami yang terletak di jalan alternatif Ambarawa sampai Salatiga, di Desa Rowoboni, Kecamatan Banyu Biru. Berjarak kurang lebih 4 Km dari Kota Semarang. Kawasan Pemandian Alam Muncul ini disamping dimanfaatkan sebagai objek wisata air juga menyediakan area pembibitan dan pemancingan ikan dengan panorama hamparan sawah dan sungai yang indah. Di Pemandian Alam Muncul secara rutin diadakan acara budaya berupa ritual Padusan yang dilaksanakan satu tahun sekali menjelang bulan puasa. Acara ritual Padusan tersebut sangat menarik para wisatawan yang berkunjung ke tempat wisata tersebut.",pemandian muncul adalah pemandian alam dari sumber air alami yang terletak di jalan alternatif ambarawa sampai salatiga di desa rowoboni kecamatan banyu biru berjarak kurang lebih km dari kota semarang kawasan pemandian alam muncul ini disamping dimanfaatkan sebagai objek wisata air juga menyediakan area pembibitan dan pemancingan ikan dengan panorama hamparan sawah dan sungai yang indah di pemandian alam muncul secara rutin diadakan acara budaya berupa ritual padusan yang dilaksanakan satu tahun sekali menjelang bulan puasa acara ritual padusan tersebut sangat menarik para wisatawan yang berkunjung ke tempat wisata tersebut ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/pemandian-muncul
8,Curug Semirang ,"Air Terjun Semirang terletak di Desa Gogik, lereng Gunung Ungaran dengan pemandangan yang menarik kearah Kota Ungaran. Topografi sekitar kawasan wisata cocok untuk area tracking, sepeda gunung, dan olah raga gunung lainnya. Selama perjalanan, pengunjung diajak menikmati suasana perkebunan pala dan kopi di kanan kirinya. Wisata ini cocok bagi anda yang suka tracking dengan pemandangan alam sekitar yang indah.",air terjun semirang terletak di desa gogik lereng gunung ungaran dengan pemandangan yang menarik kearah kota ungaran topografi sekitar kawasan wisata cocok untuk area tracking sepeda gunung dan olah raga gunung lainnya selama perjalanan pengunjung diajak menikmati suasana perkebunan pala dan kopi di kanan kirinya wisata ini cocok bagi anda yang suka tracking dengan pemandangan alam sekitar yang indah ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/curug-semirang
9,Hortimart Agro Center ,"Hortimart merupakan agro wisata yang terletak di Jl. Gatot Subroto No. 55 Bawen. Hortimart menyediakan buah segar dengan aneka sayuran organik yang dapat dipetik sendiri. Selain itu juga terdapat bibit buah, benih sayuran, pupuk dan tanaman obat. Hortimart terdapat restoran bernuansa perkebunan dengan udara sejuk yang menyediakan makanan sehat dari sayur organik dan buah segar.    Sumber Foto : https://kabsemarangtourism.com/?p=345",hortimart merupakan agro wisata yang terletak di jl gatot subroto no bawen hortimart menyediakan buah segar dengan aneka sayuran organik yang dapat dipetik sendiri selain itu juga terdapat bibit buah benih sayuran pupuk dan tanaman obat hortimart terdapat restoran bernuansa perkebunan dengan udara sejuk yang menyediakan makanan sehat dari sayur organik dan buah segar sumber foto ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/hortimart-agro-center
10,Hills Joglo Villa ,"Hills Joglo Vila menawarkan nuansa alam berbalut seni pada bangunan Joglo nya. Terletak di Desa Keji, sekitar 3 km dari Ungaran, resor ini dilengkapi dengan restoran, galeri, penginapan dan toko-toko antik. Hiils Joglo Vila adalah tempat yang sangat nyaman dengan pemandangan sawah dan udaranya yang sejuk. Tempat ini dapat menjadi destinasi yang pas untuk menghabiskan akhir pekan bersama keluarga.    Untuk info selengkapnya dapat mengunjungi website https://www.villajoglo.com/",hills joglo vila menawarkan nuansa alam berbalut seni pada bangunan joglo nya terletak di desa keji sekitar km dari ungaran resor ini dilengkapi dengan restoran galeri penginapan dan toko toko antik hiils joglo vila adalah tempat yang sangat nyaman dengan pemandangan sawah dan udaranya yang sejuk tempat ini dapat menjadi destinasi yang pas untuk menghabiskan akhir pekan bersama keluarga untuk info selengkapnya dapat mengunjungi website ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/hills-joglo-villa
11,Umbul Sidomukti ,"Umbul Sidomukti merupakan tempat wisata yang terletak di Desa Sidomukti, Bandungan, Kabupaten Semarang. Berkonsep REAL (Recreation, Education, Advanture and Leisure) Umbul Sidomukti menawarkan wisata kolam renang alami dan wahana outdoor seru, seperti ATV, Paralayang, Flying Fox, Marine Brigde, Little Ranch, dan masih banyak lainnya. Terletak di ketinggian 1200 mpdl, pengunjung akan disuguhkan pemandangan Kabupaten Semarang dari ketinggian. Selain itu, letaknya yang berada di dataran tinggi, membuat udara sekitar Umbul Sidomukti cenderung dingin. Dilengkapi dengan kafe dan penginapan, menjadikan Umbul Sidomukti bagai paket komplit yang patut dikunjungi untuk menghabiskan akhir pekan.   Untuk informasi selengkapnya silahkan kunjungi https://www.umbulsidomukti.com/",umbul sidomukti merupakan tempat wisata yang terletak di desa sidomukti bandungan kabupaten semarang berkonsep real recreation education advanture and leisure umbul sidomukti menawarkan wisata kolam renang alami dan wahana outdoor seru seperti atv paralayang flying fox marine brigde little ranch dan masih banyak lainnya terletak di ketinggian mpdl pengunjung akan disuguhkan pemandangan kabupaten semarang dari ketinggian selain itu letaknya yang berada di dataran tinggi membuat udara sekitar umbul sidomukti cenderung dingin dilengkapi dengan kafe dan penginapan menjadikan umbul sidomukti bagai paket komplit yang patut dikunjungi untuk menghabiskan akhir pekan untuk informasi selengkapnya silahkan kunjungi ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/umbul-sidomukti
12,Balemong Resort ,"Balemong adalah sebuah resor dengan arsitektur khas Jawa dan Eropa yang terletak di Jl. Patimura 1B, Sisemut, Ungaran. Balemong menawarkan suasana pedesaan dan pemandangan Gunung Ungaran yang indah. Selain arsitekstunya yang kental, restoran yang ada didalamnya pun menyajikan masakan khas Jawa dan Eropa yang akan memanjakan lidah pengunjung. Ada pula galeri barang antik yang dapat dibeli pengunjung, ruang rapat, kafe, dan spa. Untuk informasi dan reservasi hubungi 024- 6.925.511.    Untuk informasi lebih lanjut silahkan kunjungi http://www.balemong.com",balemong adalah sebuah resor dengan arsitektur khas jawa dan eropa yang terletak di jl patimura sisemut ungaran balemong menawarkan suasana pedesaan dan pemandangan gunung ungaran yang indah selain arsitekstunya yang kental restoran yang ada didalamnya pun menyajikan masakan khas jawa dan eropa yang akan memanjakan lidah pengunjung ada pula galeri barang antik yang dapat dibeli pengunjung ruang rapat kafe dan spa untuk informasi dan reservasi hubungi untuk informasi lebih lanjut silahkan kunjungi ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/balemong-resort
1,Cimory On The Valley ,"Terletak 1 jam dari pusat Kota Semarang, Cimory On The Valley menyajikan wisata rekreasi dan edukasi yang menarik bagi anak-anak dan keluarga. Pengunjung dapat menikmati hijaunya perkebunan dan melihat proses pengolahan susu yang ada di peternakan. Bagi penggemar cokelat terdapat juga corner khusus bernama Chocomory dimana disana pengunjung dapat membeli berbagai produk olahan cokelat seperti permen cokelat, minuman cokelat, kacang cokelat, dan banyak lagi. Untuk masuk ke Cimory On The Valley ini pengunjung dikenakan biaya RP. 15.000 per orang yang tiketnya dapat ditukar dengan youghurt di area Farm. Tempat ini buka setiap hari mulai pukul 08.00 hingga 21.00.   Foto : https://www.tripadvisor.co.id/Restaurant_Review-g297712-d4562333-Reviews-Cimory_on_the_Valley-Semarang_Central_Java_Java.html",terletak jam dari pusat kota semarang cimory on the valley menyajikan wisata rekreasi dan edukasi yang menarik bagi anak anak dan keluarga pengunjung dapat menikmati hijaunya perkebunan dan melihat proses pengolahan susu yang ada di peternakan bagi penggemar cokelat terdapat juga corner khusus bernama chocomory dimana disana pengunjung dapat membeli berbagai produk olahan cokelat seperti permen cokelat minuman cokelat kacang cokelat dan banyak lagi untuk masuk ke cimory on the valley ini pengunjung dikenakan biaya rp per orang yang tiketnya dapat ditukar dengan youghurt di area farm tempat ini buka setiap hari mulai pukul hingga foto ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/cimory-on-the-valley
2,Curug Kembar Bolodewo ,"Curug atau Air terjun Bolodewo adalah dua curug yang saling berdekatan sehingga dikatakan ""kembar"" dan kata ""Bolodewo"" berasal dari tokoh pewayangan ""Baladewa"" sehingga dinamakan Curug Kembar Bolodewo. Di sekitar daerah ini, dapat ditemukan makanan tradisional khas desa ini yaitu montor mabur . Makanan ini terbuat dari singkong dicampur dengan gula aren.   Foto : https://kabsemarangtourism.com/?p=330",curug atau air terjun bolodewo adalah dua curug yang saling berdekatan sehingga dikatakan kembar dan kata bolodewo berasal dari tokoh pewayangan baladewa sehingga dinamakan curug kembar bolodewo di sekitar daerah ini dapat ditemukan makanan tradisional khas desa ini yaitu montor mabur makanan ini terbuat dari singkong dicampur dengan gula aren foto ,https://visitjawatengah.jatengprov.go.id/id/regency/kabupaten-semarang/destinasi-wisata/curug-kembar-bolodewo
1,Museum Kota Lama Semarang ,"Museum Kota Lama Semarang menampilkan sejarah Kota Semarang dan memamerkan benda-benda dari masa lalu. Museum ini memanfaatkan teknologi untuk menampilkan layar 3D yang dapat membuat pengunjung seolah-olah masuk ke dalam dunia virtual dan merasakan langsung sejarah Kota Semarang. Lokasinya berada di Jl. Cendrawasih No. 1A, Purwodinatan, Kecamatan Semarang Tengah, Kota Semarang. Museum ini tadinya adalah air mancur Bundaran Bubakan Semarang yang kemudian ditata ulang menjadi museum sejarah.",museum kota lama semarang menampilkan sejarah kota semarang dan memamerkan benda benda dari masa lalu museum ini memanfaatkan teknologi untuk menampilkan layar yang dapat membuat pengunjung seolah olah masuk ke dalam dunia virtual dan merasakan langsung sejarah kota semarang lokasinya berada di jl cendrawasih no purwodinatan kecamatan semarang tengah kota semarang museum ini tadinya adalah air mancur bundaran bubakan semarang yang kemudian ditata ulang menjadi museum sejarah ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/museum-kota-lama-semarang
2,Klenteng Tay Kak Sie ,"KLENTENG TAY KAK SIE Ketika menyusuri kawasan Pecinan kota Semarang, Sobat dapat mengunjungi klenteng tua yang berada di gang Lombok. Klenteng ini dibangun tahun 1746 dan memiliki fasilitas yang lengkap untuk beribadah. Tiap jelang tahun baru Imlek, klenteng Tay Kak Sie menggelar tradisi upacara Siang Sin Giu Hokri untuk mengantarkan dewa-dewi ke kayangan.  ",klenteng tay kak sie ketika menyusuri kawasan pecinan kota semarang sobat dapat mengunjungi klenteng tua yang berada di gang lombok klenteng ini dibangun tahun dan memiliki fasilitas yang lengkap untuk beribadah tiap jelang tahun baru imlek klenteng tay kak sie menggelar tradisi upacara siang sin giu hokri untuk mengantarkan dewa dewi ke kayangan ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/klenteng-tay-kak-sie
3,Pura Giri Natha ,"Wisata religi di tengah Kota Semarang? Silakan berkunjung ke Pura Agung Giri Natha. Nuansa Bali yang khas akan menyambut pengunjung. Pura yang berada di perbukitan ini berfungsi sebagai ritus spiritual, sekaligus ritus sosial, seperti tempat pertemuan, olahraga, dan berkesenian. Bagaimana? Menarik ya?",wisata religi di tengah kota semarang silakan berkunjung ke pura agung giri natha nuansa bali yang khas akan menyambut pengunjung pura yang berada di perbukitan ini berfungsi sebagai ritus spiritual sekaligus ritus sosial seperti tempat pertemuan olahraga dan berkesenian bagaimana menarik ya ,https://visitjawatengah.jatengprov.go.id/id/regency/kota-semarang/destinasi-wisata/pura-giri-natha
